0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -1.000000000000000194e-02
4.500000000000000527e-02 4.500000000000000527e-02 4.500000000000000527e-02 4.500000000000000527e-02 9.000000000000001055e-02
-5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -1.000000000000000194e-02
-5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -1.000000000000000194e-02
-5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -1.000000000000000194e-02
-5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -1.000000000000000194e-02
-5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -1.000000000000000194e-02
-5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -1.000000000000000194e-02
-5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -1.000000000000000194e-02
-5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -5.000000000000000971e-03 -1.000000000000000194e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.493682896392417461e-04 0.000000000000000000e+00 -1.493682896392417461e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.493682896392417461e-04 0.000000000000000000e+00 -1.493682896392417461e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.493682896392417461e-04 0.000000000000000000e+00 -1.493682896392417461e-04
